390.0,0.17842,0.02464,0.79694
390.1,0.17842,0.02466,0.79692
390.2,0.17842,0.02468,0.79691
390.3,0.17841,0.02470,0.79689
390.4,0.17841,0.02472,0.79687
390.5,0.17841,0.02473,0.79686
390.6,0.17840,0.02475,0.79684
390.7,0.17840,0.02477,0.79683
390.8,0.17839,0.02479,0.79682
390.9,0.17839,0.02481,0.79681
391.0,0.17838,0.02482,0.79679
391.1,0.17838,0.02484,0.79678
391.2,0.17837,0.02485,0.79678
391.3,0.17836,0.02487,0.79677
391.4,0.17836,0.02488,0.79676
391.5,0.17835,0.02490,0.79675
391.6,0.17834,0.02491,0.79675
391.7,0.17833,0.02492,0.79674
391.8,0.17832,0.02494,0.79674
391.9,0.17832,0.02495,0.79674
392.0,0.17831,0.02496,0.79673
392.1,0.17830,0.02497,0.79673
392.2,0.17829,0.02498,0.79673
392.3,0.17827,0.02499,0.79673
392.4,0.17826,0.02500,0.79673
392.5,0.17825,0.02501,0.79673
392.6,0.17824,0.02502,0.79674
392.7,0.17823,0.02503,0.79674
392.8,0.17821,0.02504,0.79675
392.9,0.17820,0.02505,0.79675
393.0,0.17819,0.02505,0.79676
393.1,0.17817,0.02506,0.79676
393.2,0.17816,0.02507,0.79677
393.3,0.17815,0.02507,0.79678
393.4,0.17813,0.02508,0.79679
393.5,0.17812,0.02508,0.79680
393.6,0.17810,0.02509,0.79681
393.7,0.17808,0.02509,0.79683
393.8,0.17807,0.02509,0.79684
393.9,0.17805,0.02510,0.79685
394.0,0.17803,0.02510,0.79687
394.1,0.17802,0.02510,0.79688
394.2,0.17800,0.02510,0.79690
394.3,0.17798,0.02510,0.79692
394.4,0.17796,0.02510,0.79694
394.5,0.17794,0.02510,0.79695
394.6,0.17792,0.02510,0.79697
394.7,0.17790,0.02510,0.79699
394.8,0.17789,0.02510,0.79702
394.9,0.17787,0.02510,0.79704
395.0,0.17784,0.02509,0.79706
395.1,0.17782,0.02509,0.79708
395.2,0.17780,0.02509,0.79711
395.3,0.17778,0.02508,0.79713
395.4,0.17776,0.02508,0.79716
395.5,0.17774,0.02507,0.79719
395.6,0.17772,0.02507,0.79722
395.7,0.17769,0.02506,0.79724
395.8,0.17767,0.02505,0.79727
395.9,0.17765,0.02505,0.79730
396.0,0.17763,0.02504,0.79733
396.1,0.17760,0.02503,0.79737
396.2,0.17758,0.02502,0.79740
396.3,0.17755,0.02501,0.79743
396.4,0.17753,0.02500,0.79747
396.5,0.17751,0.02499,0.79750
396.6,0.17748,0.02498,0.79754
396.7,0.17746,0.02497,0.79757
396.8,0.17743,0.02496,0.79761
396.9,0.17741,0.02495,0.79765
397.0,0.17738,0.02494,0.79769
397.1,0.17735,0.02492,0.79772
397.2,0.17733,0.02491,0.79776
397.3,0.17730,0.02489,0.79780
397.4,0.17727,0.02488,0.79785
397.5,0.17725,0.02486,0.79789
397.6,0.17722,0.02485,0.79793
397.7,0.17719,0.02483,0.79797
397.8,0.17717,0.02482,0.79802
397.9,0.17714,0.02480,0.79806
398.0,0.17711,0.02478,0.79811
398.1,0.17708,0.02476,0.79815
398.2,0.17705,0.02474,0.79820
398.3,0.17703,0.02472,0.79825
398.4,0.17700,0.02471,0.79830
398.5,0.17697,0.02469,0.79835
398.6,0.17694,0.02466,0.79840
398.7,0.17691,0.02464,0.79845
398.8,0.17688,0.02462,0.79850
398.9,0.17685,0.02460,0.79855
399.0,0.17682,0.02458,0.79860
399.1,0.17679,0.02455,0.79865
399.2,0.17676,0.02453,0.79871
399.3,0.17673,0.02451,0.79876
399.4,0.17670,0.02448,0.79881
399.5,0.17667,0.02446,0.79887
399.6,0.17664,0.02443,0.79893
399.7,0.17661,0.02441,0.79898
399.8,0.17658,0.02438,0.79904
399.9,0.17655,0.02435,0.79910
400.0,0.17652,0.02432,0.79915
400.1,0.17649,0.02430,0.79921
400.2,0.17646,0.02427,0.79927
400.3,0.17643,0.02424,0.79933
400.4,0.17640,0.02421,0.79939
400.5,0.17637,0.02418,0.79945
400.6,0.17633,0.02415,0.79951
400.7,0.17630,0.02412,0.79958
400.8,0.17627,0.02409,0.79964
400.9,0.17624,0.02406,0.79970
401.0,0.17621,0.02403,0.79976
401.1,0.17618,0.02400,0.79983
401.2,0.17615,0.02397,0.79989
401.3,0.17611,0.02393,0.79995
