390.0,0.16638,0.01830,0.81532
390.1,0.16638,0.01832,0.81531
390.2,0.16638,0.01833,0.81529
390.3,0.16637,0.01835,0.81528
390.4,0.16637,0.01837,0.81526
390.5,0.16637,0.01838,0.81525
390.6,0.16637,0.01840,0.81524
390.7,0.16636,0.01841,0.81523
390.8,0.16636,0.01843,0.81522
390.9,0.16635,0.01844,0.81520
391.0,0.16635,0.01846,0.81519
391.1,0.16635,0.01847,0.81519
391.2,0.16634,0.01848,0.81518
391.3,0.16634,0.01850,0.81517
391.4,0.16633,0.01851,0.81516
391.5,0.16632,0.01852,0.81516
391.6,0.16632,0.01853,0.81515
391.7,0.16631,0.01854,0.81514
391.8,0.16630,0.01856,0.81514
391.9,0.16630,0.01857,0.81513
392.0,0.16629,0.01858,0.81513
392.1,0.16628,0.01859,0.81513
392.2,0.16628,0.01860,0.81513
392.3,0.16627,0.01861,0.81512
392.4,0.16626,0.01862,0.81512
392.5,0.16625,0.01863,0.81512
392.6,0.16624,0.01864,0.81512
392.7,0.16623,0.01864,0.81512
392.8,0.16622,0.01865,0.81512
392.9,0.16621,0.01866,0.81513
393.0,0.16620,0.01867,0.81513
393.1,0.16619,0.01867,0.81513
393.2,0.16618,0.01868,0.81514
393.3,0.16617,0.01869,0.81514
393.4,0.16616,0.01869,0.81515
393.5,0.16615,0.01870,0.81515
393.6,0.16614,0.01870,0.81516
393.7,0.16613,0.01871,0.81516
393.8,0.16611,0.01871,0.81517
393.9,0.16610,0.01872,0.81518
394.0,0.16609,0.01872,0.81519
394.1,0.16608,0.01873,0.81520
394.2,0.16606,0.01873,0.81521
394.3,0.16605,0.01873,0.81522
394.4,0.16604,0.01873,0.81523
394.5,0.16602,0.01874,0.81524
394.6,0.16601,0.01874,0.81525
394.7,0.16600,0.01874,0.81527
394.8,0.16598,0.01874,0.81528
394.9,0.16597,0.01874,0.81529
395.0,0.16595,0.01874,0.81531
395.1,0.16594,0.01874,0.81532
395.2,0.16592,0.01874,0.81534
395.3,0.16591,0.01874,0.81535
395.4,0.16589,0.01874,0.81537
395.5,0.16587,0.01874,0.81539
395.6,0.16586,0.01874,0.81541
395.7,0.16584,0.01873,0.81543
395.8,0.16583,0.01873,0.81544
395.9,0.16581,0.01873,0.81546
396.0,0.16579,0.01872,0.81548
396.1,0.16578,0.01872,0.81551
396.2,0.16576,0.01872,0.81553
396.3,0.16574,0.01871,0.81555
396.4,0.16572,0.01871,0.81557
396.5,0.16571,0.01870,0.81559
396.6,0.16569,0.01869,0.81562
396.7,0.16567,0.01869,0.81564
396.8,0.16565,0.01868,0.81567
396.9,0.16563,0.01868,0.81569
397.0,0.16561,0.01867,0.81572
397.1,0.16560,0.01866,0.81574
397.2,0.16558,0.01865,0.81577
397.3,0.16556,0.01864,0.81580
397.4,0.16554,0.01863,0.81583
397.5,0.16552,0.01863,0.81586
397.6,0.16550,0.01862,0.81588
397.7,0.16548,0.01861,0.81591
397.8,0.16546,0.01860,0.81594
397.9,0.16544,0.01859,0.81597
398.0,0.16542,0.01857,0.81601
398.1,0.16540,0.01856,0.81604
398.2,0.16538,0.01855,0.81607
398.3,0.16536,0.01854,0.81610
398.4,0.16534,0.01853,0.81614
398.5,0.16532,0.01851,0.81617
398.6,0.16530,0.01850,0.81620
398.7,0.16528,0.01849,0.81624
398.8,0.16525,0.01847,0.81627
398.9,0.16523,0.01846,0.81631
399.0,0.16521,0.01844,0.81635
399.1,0.16519,0.01843,0.81638
399.2,0.16517,0.01841,0.81642
399.3,0.16515,0.01840,0.81646
399.4,0.16513,0.01838,0.81649
399.5,0.16510,0.01836,0.81653
399.6,0.16508,0.01834,0.81657
399.7,0.16506,0.01833,0.81661
399.8,0.16504,0.01831,0.81665
399.9,0.16502,0.01829,0.81669
400.0,0.16499,0.01827,0.81673
400.1,0.16497,0.01825,0.81677
400.2,0.16495,0.01823,0.81682
400.3,0.16493,0.01821,0.81686
400.4,0.16491,0.01819,0.81690
400.5,0.16488,0.01817,0.81694
400.6,0.16486,0.01815,0.81699
400.7,0.16484,0.01813,0.81703
400.8,0.16482,0.01811,0.81707
400.9,0.16479,0.01809,0.81712
401.0,0.16477,0.01807,0.81716
401.1,0.16475,0.01804,0.81721
401.2,0.16473,0.01802,0.81725
401.3,0.16470,0.01800,0.81730
401.4,0.16468,0.01798,0.81734
401.5,0.16466,0.01795,0.81739
401.6,0.16464,0.01793,0.81743
401.7,0.16461,0.01791,0.81748
401.8,0.16459,0.01789,0.81752
401.9,0.16457,0.01786,0.81757
402.0,0.16455,0.01784,0.81761
402.1,0.16452,0.01782,0.81766
402.2,0.16450,0.01779,0.81770
402.3,0.16448,0.01777,0.81775
402.4,0.16446,0.01775,0.81780
402.5,0.16444,0.01772,0.81784
402.6,0.16442,0.01770,0.81789
402.7,0.16439,0.01768,0.81793
402.8,0.16437,0.01765,0.81798
402.9,0.16435,0.01763,0.81802
403.0,0.16433,0.01761,0.81806
403.1,0.16431,0.01758,0.81811
403.2,0.16429,0.01756,0.81815
403.3,0.16427,0.01754,0.81820
403.4,0.16424,0.01752,0.81824
403.5,0.16422,0.01749,0.81828
403.6,0.16420,0.01747,0.81833
403.7,0.16418,0.01745,0.81837
403.8,0.16416,0.01743,0.81841
403.9,0.16414,0.01740,0.81845
404.0,0.16412,0.01738,0.81849
404.1,0.16410,0.01736,0.81854
404.2,0.16408,0.01734,0.81858
404.3,0.16406,0.01732,0.81862
404.4,0.16404,0.01730,0.81866
404.5,0.16402,0.01728,0.81870
404.6,0.16401,0.01726,0.81873
404.7,0.16399,0.01724,0.81877
404.8,0.16397,0.01722,0.81881
404.9,0.16395,0.01720,0.81885
405.0,0.16393,0.01718,0.81888
405.1,0.16391,0.01717,0.81892
405.2,0.16390,0.01715,0.81896
405.3,0.16388,0.01713,0.81899
405.4,0.16386,0.01711,0.81903
405.5,0.16384,0.01710,0.81906
405.6,0.16383,0.01708,0.81909
405.7,0.16381,0.01706,0.81913
405.8,0.16379,0.01705,0.81916
405.9,0.16378,0.01703,0.81919
406.0,0.16376,0.01702,0.81922
406.1,0.16374,0.01700,0.81925
406.2,0.16373,0.01699,0.81929
406.3,0.16371,0.01697,0.81932
406.4,0.16369,0.01696,0.81935
406.5,0.16367,0.01695,0.81938
406.6,0.16366,0.01693,0.81941
406.7,0.16364,0.01692,0.81944
406.8,0.16362,0.01691,0.81947
406.9,0.16361,0.01689,0.81950
407.0,0.16359,0.01688,0.81953
407.1,0.16357,0.01687,0.81956
407.2,0.16356,0.01685,0.81959
407.3,0.16354,0.01684,0.81962
407.4,0.16352,0.01683,0.81965
407.5,0.16350,0.01682,0.81968
407.6,0.16348,0.01680,0.81971
407.7,0.16347,0.01679,0.81974
407.8,0.16345,0.01678,0.81977
407.9,0.16343,0.01677,0.81980
408.0,0.16341,0.01676,0.81983
408.1,0.16339,0.01675,0.81986
408.2,0.16337,0.01673,0.81989
408.3,0.16335,0.01672,0.81993
408.4,0.16333,0.01671,0.81996
408.5,0.16331,0.01670,0.81999
408.6,0.16329,0.01669,0.82002
408.7,0.16327,0.01668,0.82005
408.8,0.16325,0.01667,0.82009
408.9,0.16323,0.01665,0.82012
409.0,0.16320,0.01664,0.82015
409.1,0.16318,0.01663,0.82019
409.2,0.16316,0.01662,0.82022
409.3,0.16314,0.01661,0.82026
409.4,0.16311,0.01660,0.82029
